KID,LATITUDE,LONGITUDE,IP(DCA),B,D,Pressure,So,Sw,K,Porosity,Skin,Q,Shaliness
1028179338,39.1012717,-99.2633165,178,0.006894782,10.259375,1038,0.722,0.272,12,0.0664,8.81,3,0.129
1001215573,39.0919794,-99.1748281,700,0.009203402,9.455286,988,0.702,0.212,41,0.09,3.14,3500,0.169
1001215574,39.0902242,-99.1725021,703,0.007565722,8.596569,989,0.722,0.226,10,0.0695,6.37,3500,0.226
1001215575,39.0902667,-99.1701232,571,0.008977671,8.935889,1032,0.742,0.261,19,0.0836,4.01,3500,0.275
1001215576,39.090327,-99.1678042,759,0.007756838,8.934027,986,0.625,0.258,17,0.0682,8.23,3500,0.229
1001215577,39.0920266,-99.1678253,501,0.008893863,9.247452,991,0.657,0.202,19,0.078,1.73,3500,0.192
1001215578,39.0939652,-99.16785,625,0.006945203,10.124052,981,0.617,0.261,12,0.0885,1.43,3500,0.123
1001215572,39.0901574,-99.1747541,574,0.008547918,10.250897,1004,0.796,0.203,22,0.0857,6.51,2800,0.14
1001215585,39.0957491,-99.169013,117,0.009065055,9.657458,930,0.693,0.222,25,0.0847,7.93,2730,0.16
1001215579,39.0938253,-99.1734899,497,0.007495571,10.3477,920,0.732,0.262,23,0.0786,4.68,2348,0.28
1006042642,39.0920659,-99.1713391,115,0.008687504,10.034541,1028,0.761,0.235,6,0.0667,7.09,15,0.271
1044045227,39.0920947,-99.1701761,482,0.009205758,10.326665,983,0.626,0.243,4,0.0615,4.22,12,0.219
1001217997,39.0976479,-99.2807121,677,0.008865352,9.061798,997,0.626,0.21,2,0.0773,5.99,3000,0.257
1001215556,39.1011957,-99.1516211,648,0.008695508,9.340328,964,0.602,0.228,9,0.0643,9.06,3207,0.21
1001215555,39.101188,-99.149295,577,0.008383683,8.42428,1092,0.779,0.258,38,0.0731,8.2,2457,0.22
1001218351,39.1030008,-99.149295,567,0.007047411,9.242136,1018,0.62,0.262,24,0.0651,6.86,2362,0.13
1001215558,39.0975624,-99.149295,404,0.007683715,8.843088,921,0.711,0.251,42,0.0694,6.34,1365,0.106
1001215557,39.0994383,-99.1492562,195,0.007176529,10.168457,993,0.683,0.221,28,0.0762,1.16,1348,0.245
1001215560,39.0975591,-99.1516246,770,0.008503133,9.777893,962,0.63,0.261,31,0.065,8.52,1043,0.287
1001215559,39.0994185,-99.1516034,585,0.006955547,9.976685,967,0.631,0.277,29,0.086,7.69,411,0.253
1001215615,39.0949231,-99.2523207,230,0.009114627,10.200102,1043,0.674,0.26,16,0.0645,7.39,6640,0.197
1001215614,39.0948801,-99.256974,313,0.009163461,10.061658,1078,0.675,0.211,30,0.0808,3.9,3500,0.172
1001215616,39.0931098,-99.2523743,165,0.008089248,9.391432,946,0.642,0.253,13,0.0707,5.2,3485,0.218
1006042898,39.0894471,-99.2578711,598,0.007129424,9.376223,951,0.765,0.223,34,0.0788,3.57,54,0.111
1031431097,39.090689,-99.2578309,193,0.009179843,9.819721,1098,0.715,0.261,29,0.0614,4.35,18,0.215
1031431099,39.0948875,-99.257661,737,0.008214169,8.65878,1097,0.739,0.272,3,0.0659,3.98,2,0.267
1001217972,39.072979,-99.3253649,631,0.008417556,8.365891,929,0.786,0.256,36,0.0603,4.76,2373,0.202
1001217973,39.0693451,-99.3254356,593,0.007404457,10.084834,967,0.745,0.289,39,0.0857,5.48,32,0.165
1001216467,39.0754226,-99.1771954,418,0.008749103,8.81606,1087,0.687,0.263,24,0.0813,1.83,3482,0.112
1001216462,39.0754072,-99.179521,678,0.007194299,9.957491,1019,0.702,0.29,6,0.0724,8.54,2855,0.272
1001218387,39.0967363,-99.2522671,491,0.006825287,8.644716,1033,0.611,0.273,29,0.069,5.12,16000,0.23
1001218645,39.1021892,-99.2560567,653,0.009074984,9.217625,929,0.791,0.256,24,0.0728,9.74,102,0.253
1001218643,39.0968315,-99.2383963,150,0.007177565,9.406163,929,0.731,0.29,11,0.0736,9.67,130,0.213
1001216418,39.0753067,-99.2400314,708,0.009163547,10.146577,900,0.687,0.238,29,0.074,3.25,25,0.221
1001215617,39.0930668,-99.2570276,574,0.008514071,9.078494,940,0.743,0.268,28,0.0783,4.71,31114,0.108
1001215618,39.0912535,-99.2570811,626,0.008543225,9.522751,1036,0.623,0.284,24,0.0622,7.84,3771,0.247
1001215619,39.0894402,-99.2571347,473,0.008502394,10.323151,946,0.8,0.22,38,0.0896,5.09,1663,0.264
1001218435,39.0790006,-99.1887129,161,0.008864014,9.408876,1079,0.789,0.286,11,0.0834,4.85,2662,0.195
1001218440,39.0826261,-99.188675,274,0.007503558,9.644715,1014,0.634,0.214,48,0.0669,5.61,2634,0.279
1001218439,39.0808134,-99.1886939,629,0.007539981,9.358689,934,0.66,0.236,34,0.0711,5.08,2587,0.25
1001218434,39.0844351,-99.1863305,587,0.00837591,8.467832,968,0.764,0.275,13,0.076,9.58,2569,0.169
1001218433,39.0790044,-99.1910384,685,0.007347035,9.021913,1067,0.756,0.24,4,0.0726,4.85,2561,0.229
1001218441,39.0808171,-99.1910195,228,0.008744493,9.942505,1067,0.784,0.256,2,0.0762,4.38,2556,0.118
1001218429,39.0826337,-99.193326,369,0.008157794,9.83553,919,0.713,0.24,11,0.0789,8.71,2441,0.201
1001218438,39.0826224,-99.1863495,237,0.008492549,9.465061,1049,0.767,0.218,31,0.0638,1.26,2437,0.247
1001218428,39.0808209,-99.193345,490,0.00894691,9.907346,912,0.771,0.232,38,0.0833,5.23,2401,0.248
1001218442,39.0826299,-99.1910005,665,0.007746325,9.29757,959,0.774,0.292,35,0.09,2,2306,0.269
1001218430,39.0844464,-99.1933071,443,0.009159625,9.777385,1016,0.736,0.238,16,0.0866,6.97,2271,0.227
1001218436,39.0789968,-99.1863874,138,0.006916626,9.409095,909,0.758,0.292,37,0.0661,4.84,2203,0.1
1001218653,39.0790081,-99.1933639,658,0.009008449,9.235888,1023,0.73,0.297,34,0.0703,9.16,1614,0.185
1001218431,39.0844427,-99.1909816,317,0.01610211,23.5874,1032,0.647,0.271,19,0.0764,1.98,5,0.298
1001218495,39.086487,-99.1770052,305,0.018723535,28.453323,916,0.666,0.288,36,0.0709,1.43,3508,0.259
1001218472,39.0883579,-99.1746596,305,0.019799634,24.663451,1039,0.768,0.284,26,0.0843,9.45,3500,0.206
1001218473,39.086505,-99.1748373,348,0.019159842,28.001624,1055,0.783,0.215,18,0.0671,6.4,3500,0.174
1001218474,39.0881429,-99.1725226,329,0.016565845,27.193306,965,0.646,0.232,1,0.0767,2.26,3500,0.213
1001218475,39.0826892,-99.1748474,346,0.018627632,24.64084,984,0.633,0.213,24,0.0797,2.01,3500,0.211
1001218476,39.0827045,-99.1725218,301,0.019497262,24.961313,974,0.642,0.278,23,0.0838,3.94,3500,0.119
1001218478,39.0845542,-99.1748416,322,0.01718201,26.589189,1026,0.605,0.24,39,0.0602,9.17,3500,0.291
1001218479,39.0845731,-99.1723899,339,0.017059376,25.081507,940,0.737,0.269,39,0.0716,6.25,3500,0.292
1001218498,39.0884695,-99.1701615,320,0.019293344,29.983257,1018,0.756,0.274,43,0.0751,1.44,3500,0.156
1001218499,39.0827351,-99.1678706,348,0.018179157,26.527561,1003,0.684,0.275,3,0.0858,7.26,3500,0.119
1001218657,39.0865608,-99.1723665,300,0.019533544,25.9278,959,0.645,0.294,17,0.084,3.29,3500,0.115
1001218494,39.0881124,-99.1771562,326,0.018719311,27.296492,1073,0.632,0.216,33,0.0619,6.88,3391,0.272
1001218656,39.082644,-99.1817228,320,0.016252526,29.96713,901,0.749,0.244,9,0.0868,4.39,3374,0.132
1001218470,39.0826586,-99.1794986,302,0.018160303,25.800193,1014,0.69,0.238,3,0.0839,8.79,3321,0.191
1001218493,39.0863973,-99.1792934,318,0.018103066,24.083336,1043,0.681,0.271,17,0.0834,2.51,3222,0.159
1001218480,39.0866616,-99.1678587,335,0.019820671,25.651266,1078,0.715,0.272,36,0.0812,5.45,3000,0.148
1001218481,39.0865879,-99.170075,306,0.019773713,29.211143,1097,0.725,0.264,9,0.0731,8.85,3000,0.139
1001218482,39.084725,-99.1701759,314,0.017497616,26.902994,1031,0.747,0.269,31,0.0646,2.07,3000,0.233
1001218500,39.0846029,-99.1678648,312,0.017966043,25.758194,912,0.633,0.255,37,0.0836,5.43,3000,0.168
1001218490,39.0863627,-99.1816868,344,0.018755709,26.152932,924,0.644,0.225,10,0.0771,3.86,2908,0.284
1001218492,39.0880985,-99.1792733,312,0.019178625,24.349964,1059,0.767,0.244,32,0.0652,9.29,2729,0.11
1001216468,39.0753919,-99.1818466,329,0.016453104,25.704005,1099,0.771,0.246,10,0.0833,2.17,2644,0.138
1001218468,39.082628,-99.1841498,320,0.018689986,24.553634,1055,0.72,0.213,5,0.0689,2.15,2642,0.211
1001218491,39.0844561,-99.1818186,344,0.018917327,27.212209,1019,0.666,0.258,1,0.0675,6.98,2549,0.22
1001218477,39.0827199,-99.1701856,332,0.018406633,25.962901,988,0.624,0.2,39,0.0656,3.59,2500,0.216
1001218497,39.0885267,-99.1678529,306,0.019031923,26.950069,1033,0.727,0.257,39,0.088,9.12,2500,0.257
1001216465,39.0772201,-99.1795154,346,0.018628343,24.282314,981,0.714,0.266,30,0.0798,7.6,2469,0.2
1001218467,39.0881838,-99.1816818,311,0.019326658,27.775417,1036,0.703,0.25,39,0.0753,3.58,2342,0.169
1001218592,39.0844417,-99.1840049,329,0.019303367,26.072553,995,0.797,0.239,16,0.0827,6.03,2331,0.162
1001218496,39.0845334,-99.1771672,335,0.018498956,29.42156,1086,0.757,0.26,7,0.0768,7.06,2069,0.136
1001218210,39.0836033,-99.1736818,314,0.016915239,27.55621,943,0.622,0.242,36,0.0618,6.36,241,0.266
1001218483,39.0876175,-99.1735044,319,0.018680278,28.500276,1010,0.703,0.237,39,0.0636,4.24,65,0.121
1001218471,39.082673,-99.1773139,341,0.01726171,27.995504,1046,0.629,0.275,30,0.0711,5.02,17.58,0.1
1006043526,39.0676943,-99.2882884,342,0.016807077,28.89919,1064,0.753,0.294,16,0.0692,6.59,3,0.135
1006048884,39.0649045,-99.285996,325,0.019465531,27.73821,1015,0.633,0.243,16,0.0836,9.3,53,0.126
1006039844,39.0640077,-99.2883418,343,0.01869985,29.714488,972,0.779,0.26,14,0.0897,4.52,25,0.132
1001218427,39.0862592,-99.1932881,307,0.019572542,26.598276,909,0.76,0.297,30,0.073,4.15,2203,0.185
1001216439,39.0880644,-99.1886182,340,0.016436434,29.785694,1059,0.62,0.288,32,0.0703,2.28,1856,0.249
1001218425,39.088017,-99.1932345,306,0.019146825,25.360991,951,0.719,0.237,6,0.0608,8.92,1800,0.268
1001218823,39.016959,-99.2773396,322,0.017616589,25.317228,928,0.721,0.206,3,0.0814,4.02,2028,0.193
1001218654,39.0771954,-99.1933829,349,0.017236326,28.779686,926,0.612,0.251,2,0.0609,6.56,3401,0.247
1001218456,39.077184,-99.1864063,320,0.016296493,29.91856,976,0.74,0.256,15,0.0751,1.84,3213,0.167
1001218453,39.0771916,-99.1910574,316,0.016458977,28.000761,915,0.775,0.25,13,0.0668,7.76,3019,0.249
1001218455,39.0771878,-99.1887318,328,0.019653627,27.505866,965,0.692,0.256,48,0.0766,4.53,2911,0.179
1001218452,39.0753485,-99.1910343,300,0.016279396,27.336221,901,0.749,0.201,28,0.079,6.94,2520,0.207
1001218454,39.075375,-99.1887508,322,0.017363318,25.706218,961,0.775,0.293,19,0.0704,3.78,2506,0.159
1001218451,39.0753826,-99.1934018,338,0.019539851,26.695463,1097,0.679,0.242,31,0.0644,1.47,2404,0.149
1001218426,39.0880682,-99.1909437,342,0.016322164,29.855905,928,0.619,0.291,1,0.0741,7.19,1900,0.215
1001216441,39.0880607,-99.1862926,338,0.019834443,28.744415,941,0.737,0.218,48,0.0882,3.03,1664,0.184
1006041918,39.0753722,-99.1870067,333,0.017996463,27.899482,1056,0.625,0.21,30,0.0801,7.27,6,0.185
1001218424,39.0862479,-99.1863116,320,0.019889555,24.506744,1020,0.674,0.205,28,0.0737,9.65,2310,0.256
1001216440,39.0862517,-99.1886371,342,0.018608763,28.595594,936,0.701,0.293,1,0.0689,3.56,2072,0.14
1001218423,39.0862554,-99.1909591,348,0.016988563,28.419803,992,0.691,0.228,37,0.0887,6.54,1862,0.163
1001217686,39.0585183,-99.1957996,349,0.0176899,24.174328,1059,0.761,0.246,32,0.0873,4.05,3000,0.162
1001219122,39.0585239,-99.1958792,330,0.016892969,29.312133,1040,0.752,0.25,41,0.08,7.33,24,0.15
1006470422,39.0753747,-99.1868234,311,0.018597959,26.302567,1085,0.791,0.241,44,0.0755,2.35,2727,0.264
1034469056,39.109429,-99.239298,96,0.01969656,30.2174,989,0.744,0.2,4,0.0825,6.18,219,0.143
1001215540,39.1049662,-99.2346048,136,0.06943072,54.623647,963,0.69,0.284,10,0.0752,3.28,69,0.248
1001215531,39.1094501,-99.2578037,192,0.053557427,65.721555,1029,0.76,0.288,31,0.0824,6.56,3500,0.261
1031881013,39.1040135,-99.2567205,1194,0.051228431,74.998999,1019,0.784,0.202,12,0.0835,7.83,3500,0.153
1034967166,39.1076878,-99.2521509,831,0.074718867,61.914989,1011,0.715,0.254,7,0.0745,9.55,3500,0.19
1001215533,39.1057877,-99.2518299,661,0.041984167,46.095139,1089,0.637,0.203,40,0.0723,8.1,3000,0.186
1001215534,39.1040212,-99.2520674,1171,0.022101579,79.943957,1069,0.671,0.219,48,0.0802,8.69,3000,0.119
1002910891,39.107638,-99.2573811,1122,0.024222984,24.739417,1039,0.685,0.256,46,0.0717,8.66,2500,0.158
1001215530,39.1094616,-99.2508241,650,0.075565936,35.719297,989,0.697,0.268,13,0.0803,6.14,2000,0.245
1001219060,39.1058252,-99.2574057,1093,0.045858794,29.477144,975,0.626,0.285,34,0.068,7.29,100,0.239
1031003730,39.1076373,-99.2578304,924,0.070578625,59.70547,1048,0.755,0.247,8,0.0791,5.98,38,0.108
1044190517,39.0113106,-99.2905909,859,0.072597637,27.915706,935,0.781,0.298,22,0.0642,5.68,40,0.143
1040792386,38.9860532,-99.3195626,866,0.070092774,19.383859,989,0.729,0.219,4,0.065,8.72,90,0.235
1001218829,39.0150402,-99.2751751,1105,0.019431584,22.763127,1071,0.79,0.24,33,0.0669,7.65,1947,0.262
1043566597,39.0056128,-99.3000972,1046,0.065042234,32.175294,978,0.7,0.208,8,0.0788,9.17,85,0.166
1040859847,39.004018,-99.3022292,879,0.068680321,42.744463,1079,0.728,0.267,3,0.0634,3.72,40,0.138
1001218099,39.0132235,-99.2728596,774,0.027982057,75.720738,1023,0.62,0.254,32,0.0797,5.35,25,0.259
1044026842,39.0023948,-99.3054527,880,0.02042003,28.622625,1098,0.767,0.227,39,0.0631,9.51,12,0.211
1043914592,39.0078151,-99.3109144,404,0.017218902,25.259831,932,0.616,0.201,31,0.0707,2.88,8,0.285
1001219336,39.0150441,-99.2774982,174,0.064278992,42.093547,912,0.632,0.268,10,0.0693,9.37,12,0.114
1001289659,39.1338712,-99.2847356,275,0.045039755,31.050918,1045,0.756,0.201,11,0.0877,4.01,35,0.154
1001289447,39.1348255,-99.2612673,791,0.050183433,75.532886,1056,0.617,0.225,34,0.0734,2.02,6268,0.163
1001289430,39.1357356,-99.2636026,967,0.033359668,55.970266,999,0.73,0.236,16,0.0891,1.61,364,0.121
1001289431,39.1393612,-99.2636337,1059,0.076773457,66.441225,1055,0.627,0.225,47,0.063,4.27,124,0.115
1001289434,39.1375447,-99.2612907,988,0.055905551,44.093632,959,0.723,0.28,45,0.09,2.28,91,0.141
1001289448,39.1339228,-99.263587,1149,0.06320538,26.129003,1099,0.779,0.259,30,0.0745,1.39,45,0.115
1001289433,39.1391792,-99.2614599,956,0.039292148,24.088937,1005,0.696,0.298,19,0.0837,3.61,37,0.169
1002941451,39.1375484,-99.2636182,1067,0.022956782,20.09994,1017,0.6,0.263,2,0.087,6.5,19,0.129
1044254349,39.1375468,-99.2626205,1059,0.054243603,45.011213,915,0.78,0.245,43,0.0646,6.86,8,0.201
1033431609,39.1112631,-99.2712486,165,0.072608524,42.316847,986,0.648,0.276,39,0.088,1.82,12,0.273
1036146702,39.1167193,-99.2669213,1080,0.065434463,17.458971,968,0.692,0.26,23,0.09,8.37,44,0.171
1035940839,39.114856,-99.268517,147,0.033143008,23.397608,931,0.74,0.279,25,0.0817,4.51,38,0.197
1035118697,39.1112727,-99.2689215,762,0.044356529,74.47498,1032,0.619,0.295,10,0.0881,7.86,30.43,0.139
1036443803,39.1130856,-99.2689006,192,0.0563651,67.113723,900,0.782,0.201,46,0.0697,7.76,20,0.273
1044194409,39.1130776,-99.2708222,120,0.047624877,45.236213,1080,0.735,0.225,32,0.0703,7.6,8,0.183
1036118590,39.0464713,-99.2241166,934,0.028551236,32.633632,942,0.694,0.233,3,0.0636,7.28,834,0.109
1031373067,39.0463423,-99.2240675,1039,0.049729116,69.434772,1060,0.798,0.26,40,0.0833,2.62,160,0.27
1001218270,39.0460522,-99.2295728,715,0.018048103,22.176388,968,0.764,0.286,9,0.0784,9.94,37,0.218
1002910708,39.0463423,-99.2240675,1181,0.078703028,52.128667,955,0.791,0.223,33,0.0718,4.47,20,0.261
1001218271,39.0514733,-99.2306485,291,0.070909489,59.236299,980,0.789,0.293,4,0.0735,3.5,2,0.241
1001215620,39.094966,-99.2476674,1176,0.053834842,63.73533,1098,0.695,0.21,1,0.0703,9.15,8647,0.196
1001219081,39.0985903,-99.2475617,1000,0.039065781,49.758808,1079,0.6,0.291,22,0.0681,2.57,3500,0.263
1001215622,39.0974585,-99.2415814,151,0.03881673,61.973243,997,0.775,0.212,41,0.0718,8.86,3000,0.249
1001215623,39.095009,-99.2430141,1177,0.074559244,32.703274,1070,0.714,0.257,50,0.0791,4.02,3000,0.136
1043933682,39.0960673,-99.2418201,848,0.04932693,32.236815,1017,0.778,0.299,7,0.0818,5.85,12,0.206
1037555533,39.096337,-99.2431616,1041,0.076032014,25.826404,1073,0.609,0.292,16,0.0893,9.19,7,0.108
1006047745,39.0984882,-99.242802,305,0.064010632,51.777909,977,0.742,0.202,6,0.0854,8.85,4.5,0.22
1036917214,39.0369716,-99.3048993,130,0.079394356,19.444233,1029,0.783,0.201,21,0.0897,4.99,2,0.28
1043994035,39.008627,-99.2671415,752,0.033353955,29.39353,926,0.606,0.215,32,0.0804,6.25,26,0.247
1001215508,39.0736463,-99.1384715,106,0.033967741,57.443349,935,0.78,0.218,10,0.073,4.89,712,0.175
1001215511,39.0699024,-99.1338564,486,0.067797219,58.983936,994,0.751,0.268,19,0.0807,1.13,167,0.216
1001215509,39.0717744,-99.136164,471,0.019555461,40.142865,1077,0.605,0.217,19,0.0663,8.36,109,0.151
1001215507,39.0700216,-99.1385055,112,0.050373657,58.797245,956,0.726,0.279,44,0.07,1.56,81,0.18
1001215510,39.0735272,-99.1338225,251,0.060498458,77.411857,1039,0.794,0.278,34,0.0824,4.31,54,0.239
1001217996,39.0894909,-99.2808063,440,0.016709765,77.069725,931,0.701,0.253,9,0.0864,1.34,562,0.288
1001217736,39.0831412,-99.2925629,1127,0.036401098,70.104351,1021,0.772,0.289,21,0.0669,7.05,302,0.27
1001217735,39.083162,-99.294888,856,0.037463715,50.241076,1092,0.639,0.222,22,0.0833,1.84,244,0.186
1001217738,39.0786205,-99.293825,508,0.053495795,49.973058,1021,0.667,0.263,31,0.0854,4.76,2741,0.123
1001217737,39.0800682,-99.2947692,248,0.067763991,50.118052,922,0.719,0.222,32,0.0691,3.75,626,0.242
1001217739,39.0875685,-99.2808381,466,0.076112139,52.061129,1028,0.659,0.247,10,0.071,2.06,3389,0.189
1001217743,39.0857352,-99.2785528,1082,0.0775815,52.174934,968,0.649,0.27,8,0.0745,2.52,486,0.166
1001217744,39.0857736,-99.2828507,776,0.022145103,26.758022,1063,0.726,0.24,15,0.0807,7.99,32,0.238
1001217740,39.0748606,-99.2787916,343,0.066784827,44.377771,905,0.724,0.3,29,0.0761,3.98,3000,0.28
1001217742,39.0784855,-99.278712,717,0.078135238,60.828897,973,0.767,0.202,34,0.0608,5.56,3000,0.159
1001217741,39.0766938,-99.2810769,847,0.036944231,47.696203,965,0.603,0.298,43,0.0804,2.88,1731,0.172
1001217745,39.0803083,-99.2798348,191,0.016901621,20.811634,928,0.702,0.299,12,0.0878,1.27,1066,0.224
1002910050,39.0748606,-99.2787916,120,0.051653509,34.365245,1060,0.68,0.285,35,0.071,1.53,3000,0.179
1001218003,39.0931204,-99.2809794,885,0.058141031,70.915352,1046,0.8,0.212,26,0.0605,8.55,509,0.198
1001218002,39.0949138,-99.2784177,270,0.064036135,33.777102,1007,0.647,0.252,12,0.0897,4.25,321,0.269
1001218004,39.0949434,-99.2829883,317,0.026731878,36.275864,1041,0.758,0.275,4,0.0657,1.97,116,0.128
1001217661,39.0877334,-99.3066558,138,0.031336166,44.885869,1024,0.659,0.257,26,0.064,5.22,3000,0.218
1001216419,39.0750082,-99.225842,624,0.025922803,23.952595,910,0.762,0.271,21,0.0613,2,325,0.151
1001218319,39.1167305,-99.2642381,629,0.03622974,53.746776,979,0.62,0.211,18,0.0734,6.75,3000,0.264
1001218321,39.1149127,-99.2654263,687,0.071174387,61.724576,1066,0.666,0.255,32,0.087,1.33,3000,0.217
1001218343,39.1130266,-99.2701034,402,0.046080749,33.155884,1083,0.702,0.234,45,0.0644,1.38,3000,0.206
1001218344,39.1148395,-99.2700788,668,0.035418757,68.17367,1040,0.792,0.206,35,0.0754,6.13,3000,0.213
1001218345,39.1166524,-99.2700541,640,0.07790887,65.892219,938,0.613,0.258,18,0.0772,7.33,3000,0.263
1002909136,39.1112137,-99.2701281,682,0.062698621,29.437691,921,0.657,0.291,30,0.0839,6.81,3000,0.159
1001218583,39.067786,-99.2235798,141,0.00366593,4.2112,972,0.664,0.243,11,0.0831,5.53,1337,0.255
1001217838,39.069596,-99.2247231,153,0.003807142,4.526923,927,0.755,0.223,3,0.0608,9.91,112,0.134
1001217832,39.060529,-99.225982,195,0.003757902,4.486257,997,0.624,0.235,45,0.0698,9.54,25,0.106
1001217920,39.0686868,-99.2258953,182,0.003787712,4.64773,1059,0.688,0.267,33,0.0735,6.6,25,0.149
1038327930,38.987866,-99.3195416,179,0.003926139,4.594398,1035,0.786,0.294,32,0.0793,7.61,65,0.261
1037782372,38.993308,-99.3217841,169,0.003909891,4.665124,1022,0.738,0.216,42,0.0793,1.59,62,0.192
1001217829,39.0623475,-99.2236376,160,0.003849955,4.552463,982,0.712,0.218,27,0.0781,7.4,50,0.249
1001217830,39.0641547,-99.2259435,151,0.003795739,4.966963,945,0.695,0.2,1,0.0663,9.2,19,0.113
1042953730,39.092037,-99.1725021,166,0.003975103,4.233833,1090,0.631,0.233,50,0.0638,1.49,10,0.184
1001217961,39.073029,-99.2764753,199,0.003986863,4.289841,1005,0.665,0.295,29,0.0695,2.21,3458,0.225
1001217964,39.0694034,-99.2719176,173,0.003900415,4.858958,1008,0.72,0.285,38,0.0828,8.39,3000,0.164
1001217968,39.0712162,-99.2741965,184,0.003963293,4.632458,955,0.758,0.259,33,0.0661,9.06,2399,0.212
1001217967,39.0694034,-99.2765677,173,0.003708812,4.395216,1002,0.661,0.24,34,0.088,7.86,1857,0.21
1001217966,39.0694034,-99.2672675,187,0.003727534,4.398174,919,0.69,0.252,11,0.0866,7.9,1428,0.129
1001217965,39.073029,-99.262525,188,0.003966729,4.803432,973,0.724,0.228,36,0.0835,4.86,383,0.149
1001217969,39.0712162,-99.2695464,155,0.003851204,4.755689,958,0.685,0.294,47,0.0724,5.48,232,0.103
1001217848,39.0603394,-99.264011,175,0.003937238,4.434067,1028,0.753,0.276,49,0.0671,5.91,50,0.144
1001219170,39.0621522,-99.2604772,173,0.003953733,4.560918,955,0.764,0.224,38,0.0823,9.06,50,0.247
1002909411,39.0603394,-99.2605234,164,0.003903338,4.586555,1022,0.701,0.292,21,0.0778,1.56,35,0.12
1001217847,39.0715485,-99.2652189,194,0.003941758,4.262958,1045,0.79,0.251,46,0.0611,9.07,25,0.153
1001217849,39.0603394,-99.266336,195,0.003998401,4.321459,1029,0.788,0.294,21,0.0831,9.31,10,0.276
1001218503,39.0503969,-99.2573926,198,0.003740494,4.801174,968,0.637,0.3,6,0.0724,1.03,21447,0.276
1001217962,39.073029,-99.2718252,142,0.003954983,4.352137,1048,0.751,0.211,34,0.0877,8.88,2963,0.113
1001218589,39.0504548,-99.2515806,142,0.003788582,4.464546,1008,0.643,0.241,5,0.0607,5.89,2564,0.152
1001218706,39.0458481,-99.2607037,199,0.003772643,4.516859,1008,0.648,0.208,21,0.0605,5.75,2527,0.17
1001218610,39.0476892,-99.2676561,160,0.003874993,4.979502,1088,0.644,0.267,44,0.077,2.13,2245,0.211
1001218611,39.0495019,-99.2676351,164,0.003770397,4.521296,906,0.608,0.276,20,0.0741,7.4,2149,0.153
1001218502,39.0459224,-99.2516188,167,0.003833316,4.223392,1095,0.608,0.267,7,0.0802,9.96,2025,0.287
1001218609,39.0513146,-99.2676141,170,0.003761763,4.531239,1021,0.711,0.241,3,0.087,2.14,1072,0.172
1001218615,39.0543545,-99.2620316,147,0.003720988,4.759801,1081,0.673,0.204,18,0.0647,4.17,795,0.18
1006040502,39.0495194,-99.254209,161,0.003866211,4.509093,1026,0.61,0.281,44,0.0863,2.93,334,0.295
1001218264,39.0458877,-99.255106,145,0.003885447,4.378246,1020,0.742,0.207,35,0.0819,5.9,296,0.192
1001218265,39.057789,-99.2515188,199,0.003962739,4.796711,935,0.729,0.266,11,0.0846,9.26,196,0.203
1006040160,39.0495826,-99.2591812,197,0.003767018,4.799633,1095,0.73,0.228,23,0.0888,4.53,165,0.227
1042660910,39.0580734,-99.2625703,148,0.003916925,4.959133,922,0.736,0.293,32,0.0815,1.3,101,0.169
1001218140,39.0585668,-99.2561614,161,0.003690594,4.392734,1033,0.63,0.289,15,0.0688,1.02,100,0.19
1001218141,39.0585371,-99.2605567,151,0.003934698,4.473519,916,0.667,0.254,10,0.087,4.7,100,0.152
1001218213,39.0585549,-99.2649203,181,0.003738386,4.396815,1070,0.643,0.257,20,0.0683,7.96,100,0.252
1043239019,39.0581283,-99.2642958,196,0.003732332,4.437165,969,0.745,0.211,15,0.0853,3.04,94,0.24
1006040771,39.0519147,-99.2598233,167,0.003973891,4.539061,1090,0.664,0.224,45,0.0752,7.63,90.18,0.283
1001218139,39.0585496,-99.2578873,173,0.003735704,4.843897,1039,0.654,0.227,8,0.0832,9.85,90,0.115
1001218266,39.0485862,-99.2571851,148,0.003958157,4.233609,1088,0.784,0.243,49,0.0673,9.25,63,0.103
1044081749,39.0557497,-99.2597966,146,0.003763816,4.631538,1074,0.753,0.293,45,0.0717,7.01,50,0.159
1038456362,39.0520082,-99.2625519,145,0.003684459,4.356209,907,0.64,0.28,43,0.0801,1.27,35,0.227
1044164589,39.045869,-99.2569806,150,0.003923681,4.270744,1086,0.758,0.209,38,0.0761,6.97,35,0.149
1026657900,39.0730162,-99.2750278,200,0.003813186,4.53304,933,0.687,0.215,8,0.0802,4.91,30,0.132
1044026266,39.048594,-99.2591574,142,0.003967204,4.782361,1069,0.612,0.282,45,0.0801,7.79,30,0.114
1031002598,39.0463312,-99.2646781,188,0.003780191,4.952964,1062,0.765,0.268,20,0.0778,3.37,24,0.136
1001218212,39.0585655,-99.2675301,155,0.003965777,4.522623,998,0.627,0.224,39,0.0809,5.25,22,0.257
1044081748,39.04783,-99.2517452,175,0.003890756,4.316733,1065,0.682,0.206,36,0.0776,5.18,20,0.239
1044026267,39.0495822,-99.2603787,169,0.003968833,4.868841,952,0.671,0.256,41,0.0774,6.17,20,0.243
1031893115,39.0496229,-99.2636185,175,0.003946483,4.216065,1006,0.701,0.248,8,0.0863,5.58,19,0.109
